Timestamp,rPPG_signal
9687.341,
9687.35,
9687.4,
9687.45,
9687.5,
9687.55,
9687.6,
9687.65,
9687.7,
9687.75,
9687.8,
9687.85,
9687.9,
9687.95,
9688.0,
9688.05,
9688.1,
9688.15,
9688.2,
9688.25,
9688.3,
9688.35,
9688.4,
9688.45,
9688.5,
9688.55,
9688.6,
9688.65,
9688.7,
9688.75,
9688.8,
9688.85,
9688.9,
9688.95,
9689.0,
9689.05,
9689.1,
9689.15,
9689.2,
9689.25,
9689.3,
9689.35,
9689.4,
9689.45,
9689.5,
9689.55,
9689.6,
9689.65,
9689.7,
9689.75,
9689.8,
9689.85,
9689.9,
9689.95,
9690.0,
9690.05,
9690.1,
9690.15,
9690.2,
9690.25,-0.0052616728095961
9690.3,-0.006662580998671
9690.35,-0.0063831681562605
9690.4,-0.0094393191785396
9690.45,-0.0077501502006017
9690.5,-0.0084681754088563
9690.55,-0.0072734161142594
9690.6,-0.0072556386794965
9690.65,-0.0061313735803104
9690.7,-0.0071166185093744
9690.75,-0.0072897835371323
9690.8,-0.0062403917637683
9690.85,-0.0061205907570391
9690.9,-0.0056518921096416
9690.95,-0.008768471217427
9691.0,-0.0094360559797936
9691.05,-0.0122266322918425
9691.1,-0.0110175291228981
9691.15,-0.0137239742416818
9691.2,-0.0130472731764448
9691.25,-0.0113072674365276
9691.3,-0.0144029959154817
9691.35,-0.0138367308398289
9691.4,-0.0121244420912111
9691.45,-0.0123678124333662
9691.5,-0.0136053835019132
9691.55,-0.0115823177674306
9691.6,-0.0123686730711235
9691.65,-0.0130416638252108
9691.7,-0.0111063058857152
9691.75,-0.0090849818462414
9691.8,-0.0068229542476626
9691.85,-0.0098904516561386
9691.9,-0.0099296327854881
9691.95,-0.0126900388625172
9692.0,-0.0154761077021941
9692.05,-0.0123625416227331
9692.1,-0.0013630350994866
9692.15,0.0066142771824791
9692.2,0.012323457484897
9692.25,0.0113947137120853
9692.3,0.0108429229811719
9692.35,0.0095527861615092
9692.4,0.0049579602291184
9692.45,0.0039289560093102
9692.5,0.0071894317477384
9692.55,0.0066402221526443
9692.6,0.0071039462084594
9692.65,0.0059117735395795
9692.7,0.0058387619630817
9692.75,0.0027069624330618
9692.8,0.0012708927316355
9692.85,0.0001368517383655
9692.9,-0.0010417253683059
9692.95,-0.0015501276844896
9693.0,-0.0033611885182285
9693.05,-0.0023674899509998
9693.1,-0.0022825651614148
9693.15,-0.0003413194574885
9693.2,-0.0013715113040009
9693.25,0.0001415895321983
9693.3,0.0017709284165573
9693.35,0.0052330978177956
9693.4,0.0018986050887591
9693.45,-0.0001880141950516
9693.5,-0.0002854917392931
9693.55,-0.0012043077840766
9693.6,-0.0020826395827053
9693.65,-0.0027563370107901
9693.7,-0.0053291069978465
9693.75,-0.0049118436387538
9693.8,-0.0072884542864815
9693.85,-0.0080511387335642
9693.9,-0.0059609723524769
9693.95,-0.0057909231646586
9694.0,-0.0052911825936761
9694.05,-0.0053410161318858
9694.1,-0.0043412372862165
9694.15,-0.0045030765853216
9694.2,-0.0053486518047791
9694.25,-0.0048412768585287
9694.3,-0.0042691654659536
9694.35,-0.0025335540506208
9694.4,-0.0030882670466671
9694.45,-0.0048668393816025
9694.5,-0.0051309060284582
9694.55,-0.0045950813243628
9694.6,-0.0055517585582298
9694.65,-0.0064308248438771
9694.7,-0.0068590740443411
9694.75,-0.0078304713840286
9694.8,-0.0068361859260739
9694.85,-0.0063878692957989
9694.9,-0.0058168586259444
9694.95,-0.0056032166069644
9695.0,-0.0049914374257715
9695.05,-0.0049189053191551
9695.1,-0.0033234819454787
9695.15,-0.0029179867749256
9695.2,-0.0010143296722589
9695.25,-0.0016208625686905
9695.3,-0.0023373570534732
9695.35,-0.0052044645922338
9695.4,-0.0058304394087433
9695.45,-0.0057631903948191
9695.5,-0.0053652065366921
9695.55,-0.0060122211871203
9695.6,-0.0049566671667024
9695.65,-0.0046292376266404
9695.7,-0.0028672838267633
9695.75,-0.0036223526954233
9695.8,-0.0010031404145168
9695.85,0.0005470145856027
9695.9,0.0001369750175668
9695.95,-0.0006253495382624
9696.0,0.002049579784697
9696.05,0.0041265211106797
9696.1,0.003658853733145
9696.15,0.0026796693878298
9696.2,0.0018524085969069
9696.25,-0.0002517487831646
9696.3,-0.0022435477892936
9696.35,-0.0030375576717069
9696.4,-0.0011251112033483
9696.45,-0.0006554510561225
9696.5,0.000437907308783
9696.55,0.0006035251393448
9696.6,0.0004802635600878
9696.65,0.0013094738215528
9696.7,0.0003478448041299
9696.75,0.001396076728684
9696.8,0.0024103695674567
9696.85,0.0036470672810043
9696.9,0.0045945448847034
9696.95,0.0057035375298407
9697.0,0.005595827012587
9697.05,0.0055336926283615
9697.1,0.0061142068008979
9697.15,0.0046719186769398
9697.2,0.0029178988989568
9697.25,0.0019492200502421
9697.3,0.0025347167996545
9697.35,0.0021467810983426
9697.4,0.0025901144197094
9697.45,0.0033643634475475
9697.5,0.0033295083531585
9697.55,0.002759707903203
9697.6,0.0038277969576487
9697.65,0.0061495148263188
9697.7,0.006462908986067
9697.75,0.0061389655067009
9697.8,0.0079149293276407
9697.85,0.0083681961929699
9697.9,0.0087685271484215
9697.95,0.008124846787896
9698.0,0.0076052589520745
9698.05,0.0059285057644807
9698.1,0.0076141585702227
9698.15,0.0060807593323739
9698.2,0.0037841110551965
9698.25,0.0044175801698755
9698.3,0.004144462242708
9698.35,0.0040505615311164
9698.4,0.004560561990445
9698.45,0.0054387854772301
9698.5,0.0064815232878212
9698.55,0.0057226512000686
9698.6,0.0066595736098539
9698.65,0.0081094842602027
9698.7,0.0071005481553397
9698.75,0.0079587973852264
9698.8,0.0086279439298785
9698.85,0.0102757861846459
9698.9,0.0088957181657298
9698.95,0.0079111779870687
9699.0,0.007244979599247
9699.05,0.0076149460793767
9699.1,0.0058712830951392
9699.15,0.0052182084770752
9699.2,0.0068148853726751
9699.25,0.0066952857285396
9699.3,0.0056347618367344
9699.35,0.0059275636571964
9699.4,0.006958158771444
9699.45,0.0068697522918873
9699.5,0.0070140758876924
9699.55,0.0075861090607322
9699.6,0.0076869296919302
9699.65,0.0084863166218974
